texto_reclamacao,categoria,empresa,estado,valor_envolvido,tempo_resposta_dias
Entrega foi feita no endereço errado,Entrega,TechMart,GO,717.84,3.6
Defeito na tela do celular,Produto Defeituoso,SuperCompras,CE,1043.83,13.7
Taxa não informada na contratação,Cobrança Indevida,MegaStore,PR,473.78,1.5
Atendente não soube me informar,Atendimento,FastDelivery,SC,27.87,19.2
Entregador foi mal educado,Entrega,SuperCompras,SC,763.15,5.9
Produto chegou com defeito de fábrica,Produto Defeituoso,EletroMax,MG,1650.15,6.5
Produto chegou muito atrasado,Entrega,TechMart,SC,79.2,1.4
Entregador foi mal educado,Entrega,SuperCompras,PR,393.61,5.3
Não consegui resolver meu problema,Atendimento,EletroMax,SP,90.96,1.1
Não consegui resolver meu problema,Atendimento,MegaStore,GO,9.13,4.1
Não consegui resolver meu problema,Atendimento,FastDelivery,PE,1.42,5.9
Valor diferente do acordado,Cobrança Indevida,MegaStore,SP,122.31,8.8
Não consegui resolver meu problema,Atendimento,TechMart,BA,40.56,4.2
Atendimento muito demorado no telefone,Atendimento,EletroMax,RS,60.32,5.3
Cobrança após cancelamento do serviço,Cobrança Indevida,SuperCompras,CE,495.34,6.5
Produto não corresponde à descrição,Produto Defeituoso,MegaStore,BA,799.81,5.9
Produto não foi entregue no prazo,Entrega,FastDelivery,GO,288.6,4.1
Cobrança duplicada no cartão,Cobrança Indevida,EletroMax,RS,134.38,3.0
Aparelho parou de funcionar após poucos dias,Produto Defeituoso,MegaStore,BA,1046.63,7.2
Não consegui resolver meu problema,Atendimento,FastDelivery,RJ,65.43,17.6
Atendente não soube me informar,Atendimento,SuperCompras,BA,38.88,3.5
Cobraram valor a mais na fatura,Cobrança Indevida,MegaStore,PE,137.12,9.7
Taxa não informada na contratação,Cobrança Indevida,EletroMax,RS,421.98,3.9
Não recebi o produto comprado,Entrega,SuperCompras,SC,235.41,1.7
Defeito na tela do celular,Produto Defeituoso,TechMart,SP,1507.23,1.7
Fui mal atendido na loja física,Atendimento,FastDelivery,RJ,0.68,15.5
Taxa não informada na contratação,Cobrança Indevida,SuperCompras,CE,270.8,6.8
Defeito na tela do celular,Produto Defeituoso,TechMart,MG,1234.28,2.2
Taxa não informada na contratação,Cobrança Indevida,SuperCompras,SC,493.51,3.5
Atendente não soube me informar,Atendimento,SuperCompras,PR,46.03,5.1
Funcionário foi grosseiro e mal educado,Atendimento,MegaStore,MG,6.89,10.2
Produto veio danificado na entrega,Produto Defeituoso,SuperCompras,RS,224.65,11.0
Produto chegou muito atrasado,Entrega,EletroMax,CE,35.69,4.1
Defeito na tela do celular,Produto Defeituoso,MegaStore,MG,1610.27,4.4
Produto chegou muito atrasado,Entrega,FastDelivery,PE,628.85,6.1
Fui mal atendido na loja física,Atendimento,MegaStore,SC,68.72,6.9
Cobraram valor a mais na fatura,Cobrança Indevida,TechMart,RJ,24.72,4.7
Não recebi o produto comprado,Entrega,MegaStore,CE,372.02,1.8
Cobrança duplicada no cartão,Cobrança Indevida,FastDelivery,CE,492.28,9.2
Cobrança após cancelamento do serviço,Cobrança Indevida,TechMart,PE,337.91,6.5
Entrega foi feita no endereço errado,Entrega,TechMart,PE,608.88,4.4
Produto não corresponde à descrição,Produto Defeituoso,MegaStore,GO,700.86,9.1
Cobrança após cancelamento do serviço,Cobrança Indevida,SuperCompras,CE,362.94,5.0
Cobrança duplicada no cartão,Cobrança Indevida,EletroMax,BA,162.29,9.4
Valor diferente do acordado,Cobrança Indevida,TechMart,RJ,143.89,5.2
Cobraram valor a mais na fatura,Cobrança Indevida,EletroMax,SC,359.66,2.0
Funcionário foi grosseiro e mal educado,Atendimento,FastDelivery,PE,43.86,1.7
Entregador foi mal educado,Entrega,TechMart,RS,234.48,5.8
Aparelho parou de funcionar após poucos dias,Produto Defeituoso,EletroMax,PR,898.28,5.1
Funcionário foi grosseiro e mal educado,Atendimento,MegaStore,RJ,22.03,3.0
Não consegui resolver meu problema,Atendimento,SuperCompras,RJ,52.82,9.9
Cobrança após cancelamento do serviço,Cobrança Indevida,FastDelivery,PR,81.96,7.7
Produto não corresponde à descrição,Produto Defeituoso,SuperCompras,CE,552.08,2.9
Produto não corresponde à descrição,Produto Defeituoso,EletroMax,BA,1651.23,14.6
Entrega foi feita no endereço errado,Entrega,MegaStore,PE,747.91,6.1
Não consegui resolver meu problema,Atendimento,FastDelivery,MG,78.91,12.5
Cobraram valor a mais na fatura,Cobrança Indevida,SuperCompras,SP,421.46,9.8
Funcionário foi grosseiro e mal educado,Atendimento,MegaStore,RS,82.18,13.3
Produto não corresponde à descrição,Produto Defeituoso,MegaStore,BA,1547.36,11.5
Produto chegou muito atrasado,Entrega,MegaStore,RJ,666.32,5.2
Entrega foi feita no endereço errado,Entrega,EletroMax,PE,358.71,3.8
Aparelho parou de funcionar após poucos dias,Produto Defeituoso,SuperCompras,RS,1074.37,1.9
Atendimento muito demorado no telefone,Atendimento,MegaStore,CE,66.18,16.5
Produto veio danificado na entrega,Produto Defeituoso,SuperCompras,SC,648.52,1.8
Produto não corresponde à descrição,Produto Defeituoso,TechMart,PR,322.4,11.0
Produto não corresponde à descrição,Produto Defeituoso,EletroMax,RJ,1357.99,12.5
Não consegui resolver meu problema,Atendimento,TechMart,GO,24.32,11.5
Entregador foi mal educado,Entrega,MegaStore,SC,661.79,5.6
Entrega foi feita no endereço errado,Entrega,SuperCompras,PE,435.83,4.5
Funcionário foi grosseiro e mal educado,Atendimento,SuperCompras,SC,18.66,4.6
Fui mal atendido na loja física,Atendimento,TechMart,GO,12.49,11.0
Entregador foi mal educado,Entrega,TechMart,PE,299.2,4.6
Entregador foi mal educado,Entrega,SuperCompras,MG,230.51,6.0
Entregador foi mal educado,Entrega,EletroMax,CE,188.53,3.1
Taxa não informada na contratação,Cobrança Indevida,SuperCompras,PE,384.43,6.6
Taxa não informada na contratação,Cobrança Indevida,SuperCompras,RS,184.78,4.0
Fui mal atendido na loja física,Atendimento,SuperCompras,SC,77.69,2.3
Funcionário foi grosseiro e mal educado,Atendimento,FastDelivery,SC,74.75,17.2
Não recebi o produto comprado,Entrega,TechMart,SP,271.9,6.7
Entregador foi mal educado,Entrega,TechMart,MG,578.41,2.1
Atendente não soube me informar,Atendimento,EletroMax,CE,48.36,1.3
Não consegui resolver meu problema,Atendimento,FastDelivery,RS,91.18,3.8
Produto não corresponde à descrição,Produto Defeituoso,TechMart,RJ,1207.69,11.6
Valor diferente do acordado,Cobrança Indevida,MegaStore,PR,214.63,9.9
Funcionário foi grosseiro e mal educado,Atendimento,TechMart,CE,5.54,16.8
Cobrança duplicada no cartão,Cobrança Indevida,FastDelivery,BA,441.8,2.8
Entrega foi feita no endereço errado,Entrega,TechMart,BA,201.78,4.3
Defeito na tela do celular,Produto Defeituoso,FastDelivery,SP,964.67,2.0
Atendente não soube me informar,Atendimento,TechMart,BA,10.47,9.0
Produto veio danificado na entrega,Produto Defeituoso,MegaStore,SC,932.12,11.3
Produto veio danificado na entrega,Produto Defeituoso,FastDelivery,RS,219.23,4.3
Funcionário foi grosseiro e mal educado,Atendimento,TechMart,RJ,53.73,13.9
Não recebi o produto comprado,Entrega,EletroMax,SC,162.59,3.6
Produto chegou muito atrasado,Entrega,TechMart,SP,155.98,5.2
Não consegui resolver meu problema,Atendimento,TechMart,MG,22.63,3.5
Valor diferente do acordado,Cobrança Indevida,SuperCompras,MG,127.33,8.7
Atendente não soube me informar,Atendimento,FastDelivery,BA,21.77,2.5
Produto chegou com defeito de fábrica,Produto Defeituoso,SuperCompras,CE,926.09,14.2
Produto veio danificado na entrega,Produto Defeituoso,SuperCompras,PE,1267.02,7.6
Atendimento muito demorado no telefone,Atendimento,TechMart,RJ,72.11,5.9
Entrega foi feita no endereço errado,Entrega,EletroMax,RS,512.6,1.9
Produto chegou muito atrasado,Entrega,MegaStore,MG,698.79,2.0
Fui mal atendido na loja física,Atendimento,SuperCompras,RJ,91.26,4.4
Produto não foi entregue no prazo,Entrega,TechMart,SC,89.13,3.5
Defeito na tela do celular,Produto Defeituoso,FastDelivery,PR,213.73,11.8
Produto veio danificado na entrega,Produto Defeituoso,EletroMax,PE,170.44,11.3
Taxa não informada na contratação,Cobrança Indevida,FastDelivery,MG,117.8,3.3
Aparelho parou de funcionar após poucos dias,Produto Defeituoso,SuperCompras,MG,1277.88,6.8
Defeito na tela do celular,Produto Defeituoso,MegaStore,BA,155.98,1.3
Atendimento muito demorado no telefone,Atendimento,FastDelivery,RJ,24.37,6.8
Aparelho parou de funcionar após poucos dias,Produto Defeituoso,SuperCompras,CE,1477.15,3.4
Aparelho parou de funcionar após poucos dias,Produto Defeituoso,EletroMax,BA,299.23,9.2
Cobrança após cancelamento do serviço,Cobrança Indevida,MegaStore,CE,324.77,8.7
Não consegui resolver meu problema,Atendimento,FastDelivery,CE,89.1,16.5
Entrega foi feita no endereço errado,Entrega,MegaStore,BA,730.87,1.9
Não recebi o produto comprado,Entrega,FastDelivery,SC,243.4,3.7
Cobrança após cancelamento do serviço,Cobrança Indevida,FastDelivery,GO,443.35,9.6
Valor diferente do acordado,Cobrança Indevida,TechMart,MG,215.25,7.9
Produto chegou muito atrasado,Entrega,MegaStore,GO,516.73,3.6
Taxa não informada na contratação,Cobrança Indevida,SuperCompras,BA,378.28,2.3
Produto não corresponde à descrição,Produto Defeituoso,TechMart,BA,796.66,3.5
Entregador foi mal educado,Entrega,SuperCompras,PR,669.05,3.5
Fui mal atendido na loja física,Atendimento,FastDelivery,SP,54.12,2.0
Funcionário foi grosseiro e mal educado,Atendimento,EletroMax,CE,35.87,19.9
Atendimento muito demorado no telefone,Atendimento,TechMart,SC,29.1,17.5
Funcionário foi grosseiro e mal educado,Atendimento,SuperCompras,PE,49.24,4.7
Cobrança após cancelamento do serviço,Cobrança Indevida,SuperCompras,SC,419.23,5.2
Atendente não soube me informar,Atendimento,MegaStore,SC,89.87,9.7
Entrega foi feita no endereço errado,Entrega,TechMart,PR,374.09,5.7
Cobraram valor a mais na fatura,Cobrança Indevida,FastDelivery,RJ,429.5,9.4
Funcionário foi grosseiro e mal educado,Atendimento,MegaStore,SC,38.21,1.5
Cobraram valor a mais na fatura,Cobrança Indevida,MegaStore,MG,226.33,3.8
Entregador foi mal educado,Entrega,MegaStore,PE,582.52,5.7
Valor diferente do acordado,Cobrança Indevida,EletroMax,RJ,68.22,5.6
Produto veio danificado na entrega,Produto Defeituoso,MegaStore,SC,1478.59,10.6
Fui mal atendido na loja física,Atendimento,MegaStore,SC,4.16,4.9
Produto não corresponde à descrição,Produto Defeituoso,SuperCompras,SP,1932.94,5.8
Funcionário foi grosseiro e mal educado,Atendimento,MegaStore,GO,14.66,4.0
Atendimento muito demorado no telefone,Atendimento,TechMart,PR,62.25,6.9
Produto veio danificado na entrega,Produto Defeituoso,TechMart,SP,830.7,14.3
Atendente não soube me informar,Atendimento,FastDelivery,SP,90.78,2.7
Produto chegou muito atrasado,Entrega,FastDelivery,BA,639.31,2.2
Fui mal atendido na loja física,Atendimento,TechMart,PR,95.23,1.9
Aparelho parou de funcionar após poucos dias,Produto Defeituoso,TechMart,BA,1308.04,1.2
Não recebi o produto comprado,Entrega,MegaStore,BA,228.49,5.2
Cobrança duplicada no cartão,Cobrança Indevida,SuperCompras,BA,307.69,4.1
Entregador foi mal educado,Entrega,EletroMax,RS,414.21,1.4
Atendimento muito demorado no telefone,Atendimento,SuperCompras,PE,76.51,10.2
Produto não corresponde à descrição,Produto Defeituoso,TechMart,SP,386.15,13.2
Produto não foi entregue no prazo,Entrega,TechMart,MG,525.16,5.6
Fui mal atendido na loja física,Atendimento,TechMart,SC,81.78,19.6
Cobrança após cancelamento do serviço,Cobrança Indevida,TechMart,GO,270.02,7.0
Entrega foi feita no endereço errado,Entrega,FastDelivery,CE,689.24,1.6
Não recebi o produto comprado,Entrega,TechMart,GO,584.4,1.6
Defeito na tela do celular,Produto Defeituoso,MegaStore,RJ,1408.67,2.4
Produto chegou com defeito de fábrica,Produto Defeituoso,SuperCompras,GO,1614.39,6.4
Entrega foi feita no endereço errado,Entrega,EletroMax,BA,359.21,2.0
Fui mal atendido na loja física,Atendimento,EletroMax,SP,7.89,4.6
Cobraram valor a mais na fatura,Cobrança Indevida,MegaStore,SP,192.19,5.8
Não consegui resolver meu problema,Atendimento,EletroMax,BA,34.1,16.3
Atendimento muito demorado no telefone,Atendimento,SuperCompras,PE,33.33,10.3
Produto não corresponde à descrição,Produto Defeituoso,MegaStore,SC,1598.21,7.8
Produto não foi entregue no prazo,Entrega,FastDelivery,CE,213.91,6.7
Taxa não informada na contratação,Cobrança Indevida,EletroMax,SP,36.88,3.9
Atendente não soube me informar,Atendimento,MegaStore,SP,67.24,7.2
Produto não foi entregue no prazo,Entrega,TechMart,SC,382.48,5.6
Atendimento muito demorado no telefone,Atendimento,FastDelivery,PR,2.11,9.0
Atendimento muito demorado no telefone,Atendimento,TechMart,PR,20.5,15.1
Cobrança após cancelamento do serviço,Cobrança Indevida,SuperCompras,PE,115.13,8.9
Funcionário foi grosseiro e mal educado,Atendimento,MegaStore,CE,26.75,10.9
Entrega foi feita no endereço errado,Entrega,EletroMax,SC,595.76,2.9
Entrega foi feita no endereço errado,Entrega,SuperCompras,PR,570.85,5.0
Não recebi o produto comprado,Entrega,SuperCompras,SC,70.06,1.7
Cobrança duplicada no cartão,Cobrança Indevida,MegaStore,SP,397.63,5.6
Cobrança duplicada no cartão,Cobrança Indevida,FastDelivery,PR,116.34,8.9
Taxa não informada na contratação,Cobrança Indevida,FastDelivery,RJ,317.87,6.7
Funcionário foi grosseiro e mal educado,Atendimento,MegaStore,CE,53.28,10.0
Não consegui resolver meu problema,Atendimento,EletroMax,PR,75.65,2.8
Funcionário foi grosseiro e mal educado,Atendimento,MegaStore,PE,94.62,12.0
Produto chegou muito atrasado,Entrega,EletroMax,BA,78.44,2.1
Cobraram valor a mais na fatura,Cobrança Indevida,EletroMax,CE,367.2,2.2
Fui mal atendido na loja física,Atendimento,FastDelivery,RS,30.12,5.7
Produto veio danificado na entrega,Produto Defeituoso,FastDelivery,GO,844.45,14.8
Produto veio danificado na entrega,Produto Defeituoso,SuperCompras,RJ,153.01,9.8
Produto não foi entregue no prazo,Entrega,MegaStore,RJ,711.88,1.1
Não recebi o produto comprado,Entrega,FastDelivery,RJ,275.49,4.6
Defeito na tela do celular,Produto Defeituoso,FastDelivery,SP,80.61,6.0
Produto chegou muito atrasado,Entrega,SuperCompras,GO,567.02,4.9
Não consegui resolver meu problema,Atendimento,TechMart,RJ,84.22,5.0
Não recebi o produto comprado,Entrega,EletroMax,RJ,431.72,2.6
Entregador foi mal educado,Entrega,SuperCompras,RJ,272.98,5.7
Entrega foi feita no endereço errado,Entrega,EletroMax,PR,338.75,3.1
Produto chegou com defeito de fábrica,Produto Defeituoso,TechMart,RJ,349.16,6.1
Taxa não informada na contratação,Cobrança Indevida,TechMart,PR,403.26,7.4
Não recebi o produto comprado,Entrega,EletroMax,RJ,766.05,1.4
Produto não foi entregue no prazo,Entrega,FastDelivery,PR,456.66,2.0
Funcionário foi grosseiro e mal educado,Atendimento,FastDelivery,MG,64.42,13.4
Cobrança após cancelamento do serviço,Cobrança Indevida,SuperCompras,CE,370.02,5.5
Taxa não informada na contratação,Cobrança Indevida,TechMart,CE,25.06,1.8
Produto não corresponde à descrição,Produto Defeituoso,MegaStore,GO,275.43,6.4
Valor diferente do acordado,Cobrança Indevida,EletroMax,SP,443.76,5.3
Não consegui resolver meu problema,Atendimento,EletroMax,PE,46.2,18.2
Produto chegou muito atrasado,Entrega,MegaStore,GO,722.62,6.6
Atendimento muito demorado no telefone,Atendimento,SuperCompras,SP,83.55,19.3
Entregador foi mal educado,Entrega,FastDelivery,SP,679.63,2.2
Entregador foi mal educado,Entrega,MegaStore,SP,579.48,2.2
Entregador foi mal educado,Entrega,TechMart,GO,774.27,3.7
Produto chegou muito atrasado,Entrega,SuperCompras,BA,582.76,7.0
Atendimento muito demorado no telefone,Atendimento,MegaStore,BA,70.22,8.1
Não consegui resolver meu problema,Atendimento,MegaStore,MG,77.79,8.3
Fui mal atendido na loja física,Atendimento,MegaStore,GO,36.29,12.4
Cobraram valor a mais na fatura,Cobrança Indevida,TechMart,RS,369.64,3.8
Defeito na tela do celular,Produto Defeituoso,TechMart,PR,663.4,2.2
Não consegui resolver meu problema,Atendimento,TechMart,SP,7.67,9.1
Entrega foi feita no endereço errado,Entrega,TechMart,SP,272.87,5.1
Atendimento muito demorado no telefone,Atendimento,TechMart,SP,97.89,8.3
Entregador foi mal educado,Entrega,SuperCompras,BA,126.79,3.5
Atendente não soube me informar,Atendimento,EletroMax,GO,10.52,13.8
Não consegui resolver meu problema,Atendimento,FastDelivery,RS,7.31,6.2
Cobraram valor a mais na fatura,Cobrança Indevida,SuperCompras,BA,268.74,1.3
Taxa não informada na contratação,Cobrança Indevida,SuperCompras,GO,478.41,9.3
Defeito na tela do celular,Produto Defeituoso,TechMart,GO,1816.74,8.6
Cobrança após cancelamento do serviço,Cobrança Indevida,SuperCompras,GO,261.79,8.5
Entregador foi mal educado,Entrega,TechMart,BA,750.35,6.5
Cobraram valor a mais na fatura,Cobrança Indevida,EletroMax,BA,375.83,8.4
Entrega foi feita no endereço errado,Entrega,MegaStore,SC,492.41,4.2
Produto não corresponde à descrição,Produto Defeituoso,MegaStore,BA,1479.11,8.1
Fui mal atendido na loja física,Atendimento,EletroMax,BA,56.5,2.7
Defeito na tela do celular,Produto Defeituoso,MegaStore,SP,1402.13,14.9
Produto chegou muito atrasado,Entrega,FastDelivery,CE,369.09,4.3
Fui mal atendido na loja física,Atendimento,SuperCompras,RS,96.02,13.5
Entregador foi mal educado,Entrega,EletroMax,PE,606.04,2.2
Não recebi o produto comprado,Entrega,TechMart,PE,269.48,6.3
Produto não foi entregue no prazo,Entrega,SuperCompras,SC,791.05,3.8
Taxa não informada na contratação,Cobrança Indevida,TechMart,PR,474.83,7.9
Entrega foi feita no endereço errado,Entrega,FastDelivery,SC,595.77,2.5
Defeito na tela do celular,Produto Defeituoso,EletroMax,SC,1146.18,8.7
Aparelho parou de funcionar após poucos dias,Produto Defeituoso,MegaStore,SC,574.28,1.3
Valor diferente do acordado,Cobrança Indevida,MegaStore,BA,89.12,10.0
Atendimento muito demorado no telefone,Atendimento,MegaStore,SC,60.39,1.9
Atendimento muito demorado no telefone,Atendimento,TechMart,MG,23.04,14.0
Defeito na tela do celular,Produto Defeituoso,FastDelivery,SP,1898.99,7.8
Entrega foi feita no endereço errado,Entrega,EletroMax,SP,620.09,4.9
Não consegui resolver meu problema,Atendimento,MegaStore,PE,71.4,18.6
Produto chegou com defeito de fábrica,Produto Defeituoso,FastDelivery,PR,1468.75,9.8
Produto não corresponde à descrição,Produto Defeituoso,MegaStore,SC,269.15,4.8
Produto chegou muito atrasado,Entrega,TechMart,SP,494.92,2.8
Atendimento muito demorado no telefone,Atendimento,TechMart,RS,44.37,17.9
Cobraram valor a mais na fatura,Cobrança Indevida,SuperCompras,SP,482.22,6.5
Taxa não informada na contratação,Cobrança Indevida,MegaStore,PE,60.69,8.3
Não recebi o produto comprado,Entrega,TechMart,BA,298.63,6.5
Produto não foi entregue no prazo,Entrega,FastDelivery,RJ,645.29,4.1
Entregador foi mal educado,Entrega,SuperCompras,BA,785.19,1.9
Valor diferente do acordado,Cobrança Indevida,MegaStore,RJ,480.7,7.1
Produto chegou com defeito de fábrica,Produto Defeituoso,EletroMax,MG,206.04,6.0
Aparelho parou de funcionar após poucos dias,Produto Defeituoso,TechMart,GO,685.91,4.1
Produto não corresponde à descrição,Produto Defeituoso,MegaStore,BA,1443.4,9.7
Atendimento muito demorado no telefone,Atendimento,TechMart,PR,33.64,10.9
Produto chegou com defeito de fábrica,Produto Defeituoso,TechMart,SP,1030.43,3.0
Produto chegou muito atrasado,Entrega,TechMart,SP,431.81,4.5
Produto chegou muito atrasado,Entrega,SuperCompras,PE,579.02,3.2
Cobrança após cancelamento do serviço,Cobrança Indevida,FastDelivery,PR,443.08,6.3
Produto chegou com defeito de fábrica,Produto Defeituoso,SuperCompras,BA,1369.12,3.7
Atendente não soube me informar,Atendimento,EletroMax,SC,38.65,9.0
Valor diferente do acordado,Cobrança Indevida,TechMart,GO,443.0,1.7
Não recebi o produto comprado,Entrega,EletroMax,GO,468.07,6.3
Aparelho parou de funcionar após poucos dias,Produto Defeituoso,FastDelivery,CE,1354.85,6.7
Cobrança após cancelamento do serviço,Cobrança Indevida,TechMart,PR,111.71,8.1
Produto chegou muito atrasado,Entrega,MegaStore,SP,606.73,2.6
Atendente não soube me informar,Atendimento,FastDelivery,SP,44.64,11.5
Valor diferente do acordado,Cobrança Indevida,MegaStore,PE,271.18,2.1
Valor diferente do acordado,Cobrança Indevida,FastDelivery,GO,395.33,2.8
Taxa não informada na contratação,Cobrança Indevida,TechMart,PR,37.44,1.9
Atendimento muito demorado no telefone,Atendimento,TechMart,CE,20.09,6.8
Fui mal atendido na loja física,Atendimento,MegaStore,CE,76.72,19.5
Atendente não soube me informar,Atendimento,MegaStore,CE,74.33,9.3
Não recebi o produto comprado,Entrega,TechMart,RJ,759.85,1.4
Produto veio danificado na entrega,Produto Defeituoso,TechMart,CE,927.12,11.6
Cobrança duplicada no cartão,Cobrança Indevida,MegaStore,GO,148.48,4.7
Não recebi o produto comprado,Entrega,SuperCompras,SC,558.0,6.2
Taxa não informada na contratação,Cobrança Indevida,SuperCompras,RS,216.2,4.9
Entrega foi feita no endereço errado,Entrega,MegaStore,CE,145.33,1.4
Produto não corresponde à descrição,Produto Defeituoso,TechMart,RJ,750.05,12.3
Defeito na tela do celular,Produto Defeituoso,EletroMax,BA,646.22,2.0
Não recebi o produto comprado,Entrega,SuperCompras,SP,130.34,3.1
Atendente não soube me informar,Atendimento,EletroMax,GO,83.06,11.9
Entregador foi mal educado,Entrega,SuperCompras,RJ,436.24,4.9
Produto não corresponde à descrição,Produto Defeituoso,MegaStore,MG,653.27,10.7
Funcionário foi grosseiro e mal educado,Atendimento,FastDelivery,MG,7.27,16.0
Atendente não soube me informar,Atendimento,SuperCompras,CE,74.09,13.6
Entregador foi mal educado,Entrega,SuperCompras,CE,256.92,4.4
Valor diferente do acordado,Cobrança Indevida,MegaStore,PE,215.08,8.7
Produto chegou com defeito de fábrica,Produto Defeituoso,FastDelivery,PR,526.85,4.2
Defeito na tela do celular,Produto Defeituoso,TechMart,PE,905.4,4.1
Não consegui resolver meu problema,Atendimento,TechMart,SC,8.93,9.3
Cobrança após cancelamento do serviço,Cobrança Indevida,TechMart,MG,56.25,8.4
Produto veio danificado na entrega,Produto Defeituoso,TechMart,CE,1583.84,1.2
Produto chegou com defeito de fábrica,Produto Defeituoso,SuperCompras,RS,58.01,1.2
Atendente não soube me informar,Atendimento,EletroMax,RS,70.88,4.4
Produto não corresponde à descrição,Produto Defeituoso,SuperCompras,SP,1540.29,12.1
Cobraram valor a mais na fatura,Cobrança Indevida,EletroMax,CE,497.39,7.1
Produto chegou muito atrasado,Entrega,TechMart,PR,251.3,4.3
Defeito na tela do celular,Produto Defeituoso,TechMart,PE,396.24,13.8
Defeito na tela do celular,Produto Defeituoso,EletroMax,SP,1216.47,9.4
Aparelho parou de funcionar após poucos dias,Produto Defeituoso,TechMart,CE,1951.42,4.3
Taxa não informada na contratação,Cobrança Indevida,FastDelivery,PR,437.61,6.7
Atendente não soube me informar,Atendimento,MegaStore,GO,15.69,1.3
Taxa não informada na contratação,Cobrança Indevida,SuperCompras,CE,86.38,4.8
Produto chegou com defeito de fábrica,Produto Defeituoso,FastDelivery,RS,1755.76,14.1
Produto não foi entregue no prazo,Entrega,SuperCompras,BA,665.93,2.8
Produto veio danificado na entrega,Produto Defeituoso,TechMart,PR,961.41,5.0
Cobrança após cancelamento do serviço,Cobrança Indevida,MegaStore,SP,272.87,1.5
Valor diferente do acordado,Cobrança Indevida,SuperCompras,MG,277.0,8.1
Produto chegou com defeito de fábrica,Produto Defeituoso,SuperCompras,GO,700.72,5.4
Produto chegou com defeito de fábrica,Produto Defeituoso,MegaStore,RS,1624.7,8.1
Defeito na tela do celular,Produto Defeituoso,FastDelivery,SC,1874.71,9.4
Atendente não soube me informar,Atendimento,SuperCompras,RJ,97.52,19.3
Funcionário foi grosseiro e mal educado,Atendimento,SuperCompras,RJ,51.76,3.4
Produto veio danificado na entrega,Produto Defeituoso,SuperCompras,PR,680.23,14.1
Aparelho parou de funcionar após poucos dias,Produto Defeituoso,MegaStore,SC,1257.29,3.2
Não recebi o produto comprado,Entrega,EletroMax,RJ,158.55,1.7
Atendimento muito demorado no telefone,Atendimento,MegaStore,CE,30.99,10.6
Atendente não soube me informar,Atendimento,SuperCompras,BA,90.84,15.8
Produto veio danificado na entrega,Produto Defeituoso,MegaStore,PE,1823.69,9.9
Atendimento muito demorado no telefone,Atendimento,MegaStore,CE,23.39,4.8
Cobrança após cancelamento do serviço,Cobrança Indevida,TechMart,RJ,167.07,2.4
Produto não corresponde à descrição,Produto Defeituoso,TechMart,PR,705.8,5.6
Cobraram valor a mais na fatura,Cobrança Indevida,SuperCompras,SC,111.73,7.9
Entregador foi mal educado,Entrega,TechMart,SP,188.53,2.9
Taxa não informada na contratação,Cobrança Indevida,MegaStore,SC,71.01,8.6
Taxa não informada na contratação,Cobrança Indevida,MegaStore,PE,452.36,9.4
Taxa não informada na contratação,Cobrança Indevida,TechMart,SC,73.59,2.0
Funcionário foi grosseiro e mal educado,Atendimento,TechMart,MG,85.88,12.9
Cobrança duplicada no cartão,Cobrança Indevida,FastDelivery,SC,130.87,8.2
Cobraram valor a mais na fatura,Cobrança Indevida,EletroMax,PR,47.94,9.3
Produto não corresponde à descrição,Produto Defeituoso,FastDelivery,GO,1361.04,8.4
Atendente não soube me informar,Atendimento,MegaStore,PR,85.05,17.7
Cobrança após cancelamento do serviço,Cobrança Indevida,EletroMax,PE,203.47,3.5
Entrega foi feita no endereço errado,Entrega,SuperCompras,BA,358.88,1.8
Cobraram valor a mais na fatura,Cobrança Indevida,EletroMax,CE,293.28,4.4
Fui mal atendido na loja física,Atendimento,SuperCompras,PE,86.72,13.8
Produto não foi entregue no prazo,Entrega,TechMart,GO,135.11,2.4
Taxa não informada na contratação,Cobrança Indevida,TechMart,GO,64.69,5.2
Produto chegou muito atrasado,Entrega,EletroMax,SP,571.02,6.7
Cobraram valor a mais na fatura,Cobrança Indevida,MegaStore,RJ,163.11,2.1
Atendimento muito demorado no telefone,Atendimento,EletroMax,BA,11.24,2.4
Produto não foi entregue no prazo,Entrega,FastDelivery,PE,302.25,1.8
Taxa não informada na contratação,Cobrança Indevida,FastDelivery,SP,468.71,8.5
Atendimento muito demorado no telefone,Atendimento,EletroMax,BA,4.03,16.3
Fui mal atendido na loja física,Atendimento,FastDelivery,SP,23.99,2.6
Atendente não soube me informar,Atendimento,SuperCompras,PE,45.56,14.4
Cobraram valor a mais na fatura,Cobrança Indevida,MegaStore,PE,109.65,8.5
Cobrança duplicada no cartão,Cobrança Indevida,TechMart,GO,200.87,5.8
Defeito na tela do celular,Produto Defeituoso,FastDelivery,PR,538.44,12.3
Taxa não informada na contratação,Cobrança Indevida,SuperCompras,BA,262.05,8.8
Produto veio danificado na entrega,Produto Defeituoso,FastDelivery,MG,1793.66,4.2
Produto não foi entregue no prazo,Entrega,SuperCompras,MG,640.35,4.6
Produto não corresponde à descrição,Produto Defeituoso,FastDelivery,RS,797.79,3.1
Produto não foi entregue no prazo,Entrega,SuperCompras,RS,481.05,4.5
Produto chegou muito atrasado,Entrega,FastDelivery,RJ,797.54,1.9
Valor diferente do acordado,Cobrança Indevida,TechMart,PR,209.51,6.8
Funcionário foi grosseiro e mal educado,Atendimento,TechMart,MG,72.95,1.4
